GenomeName,A_content,T_content,G_content,C_content,Size
g__Thermoanaerobacter.s__Thermoanaerobacter_siderophilus,798454,459002,294104,638717,2190277
g__Thermoanaerobacter.s__Thermoanaerobacter_sp_X513,755722,439866,280495,603699,2079782
g__Thermoanaerobacter.s__Thermoanaerobacter_sp_X514,758605,441006,281590,605599,2086800
g__Thermoanaerobacter.s__Thermoanaerobacter_sp_X561,751923,437679,279196,601398,2070196
g__Thermoanaerobacter.s__Thermoanaerobacter_thermohydrosulfuricus,834305,483293,310376,661679,2289653
g__Thermoanaerobacter.s__Thermoanaerobacter_wiegelii,823796,475474,304756,656842,2260868
g__Thermobacillus.s__Thermobacillus_composti,697842,1139571,1016571,630979,3484963
g__Thermobaculum.s__Thermobaculum_terrenum,676244,815354,697339,622480,2811417
g__Thermobifida.s__Thermobifida_fusca,501641,1006839,1083351,473891,3065722
g__Thermobispora.s__Thermobispora_bispora,483133,1251060,1281448,478540,3494181
g__Thermococcus.s__Thermococcus_barophilus,590700,455452,325206,480233,1851591
g__Thermococcus.s__Thermococcus_gammatolerans,481556,552626,476707,389959,1900848
g__Thermococcus.s__Thermococcus_kodakarensis,503805,544884,464519,399808,1913016
g__Thermococcus.s__Thermococcus_onnurineus,441849,466338,403649,358003,1669839
g__Thermococcus.s__Thermococcus_sibiricus,551761,395016,283234,438511,1668522
g__Thermococcus.s__Thermococcus_sp_4557,440128,555188,490370,351253,1836939
g__Thermococcus.s__Thermococcus_sp_AM4,464753,557751,489017,370901,1882422
g__Thermococcus.s__Thermococcus_sp_CL1,424593,532403,463705,337122,1757823
g__Thermococcus.s__Thermococcus_zilligii,397439,470141,397344,311545,1576469
g__Thermocrinis.s__Thermocrinis_albus,403147,382732,292688,357608,1436175
g__Thermodesulfatator.s__Thermodesulfatator_atlanticus,580806,479917,454804,552728,2068255
g__Thermodesulfatator.s__Thermodesulfatator_indicus,606886,465034,417415,579762,2069097
g__Thermodesulfobacterium.s__Thermodesulfobacterium_geofontis,562438,272258,193136,490621,1518453
g__Thermodesulfobacterium.s__Thermodesulfobacterium_thermophilum,527479,340278,256777,474950,1599484
g__Thermodesulfobium.s__Thermodesulfobium_narugense,593734,339594,249143,535185,1717656
g__Thermodesulfovibrio.s__Thermodesulfovibrio_yellowstonii,657243,356136,265963,544103,1823445
g__Thermofilum.s__Thermofilum_pendens,359588,517453,419220,312609,1608870
g__Thermogladius.s__Thermogladius_cellulolyticus,293796,380542,311454,246230,1232022
g__Thermomicrobium.s__Thermomicrobium_roseum,309261,574270,567832,345394,1796751
g__Thermomonospora.s__Thermomonospora_curvata,663608,1693546,1713738,646920,4717812
g__Thermoplasma.s__Thermoplasma_acidophilum,393660,350443,293801,324866,1362770
g__Thermoplasma.s__Thermoplasma_volcanium,433131,306762,247048,359506,1346447
g__Thermoproteus.s__Thermoproteus_uzoniensis,369229,574818,487209,334091,1765347
g__Thermosediminibacter.s__Thermosediminibacter_oceani,545151,502537,402390,435143,1885221
g__Thermosinus.s__Thermosinus_carboxydivorans,574821,677443,604102,572859,2429225
g__Thermosipho.s__Thermosipho_africanus,796480,389206,258124,661228,2105038
g__Thermosipho.s__Thermosipho_melanesiensis,663013,336209,209854,539981,1749057
g__Thermosphaera.s__Thermosphaera_aggregans,337716,316228,246911,293814,1194669
g__Thermosynechococcus.s__Thermosynechococcus_elongatus,491443,612876,621729,533075,2259123
g__Thermotoga.s__Thermotoga_lettingae,654230,441178,335667,575366,2006441
g__Thermotoga.s__Thermotoga_maritima,532589,459076,368683,424952,1785300
g__Thermotoga.s__Thermotoga_naphthophila,501190,431523,344862,398021,1675596
g__Thermotoga.s__Thermotoga_neapolitana,533139,476653,380103,430070,1819965
g__Thermotoga.s__Thermotoga_petrophila,514167,441556,352513,408328,1716564
g__Thermotoga.s__Thermotoga_sp_EMP,514895,443815,355439,409810,1723959
g__Thermotoga.s__Thermotoga_sp_RQ2,526179,452981,363415,419151,1761726
g__Thermotoga.s__Thermotoga_thermarum,587255,421493,321014,511125,1840887
g__Thermovibrio.s__Thermovibrio_ammonificans,416279,434310,395882,342491,1588962
g__Thermovirga.s__Thermovirga_lienii,493316,474563,356290,427678,1751847
g__Thermus.s__Thermus_aquaticus,331058,727509,729842,342775,2131184
g__Thermus.s__Thermus_igniterrae,306349,715588,720309,332654,2074873
g__Thermus.s__Thermus_islandicus,310566,709371,709716,338962,2068585
g__Thermus.s__Thermus_oshimai,357016,813586,810832,379953,2361375
g__Thermus.s__Thermus_scotoductus,544318,1067309,1027093,584401,3223121
g__Thermus.s__Thermus_sp_CCB_US3_UF1,310838,720222,724096,339858,2095014
g__Thermus.s__Thermus_sp_RL,247317,552628,562163,260781,1601589
g__Thermus.s__Thermus_thermophilus,479819,1080501,1108335,508120,3176775
g__Thetapapillomavirus.s__Thetapapillomavirus_1,1762,1825,1611,1699,6897
g__Thetatorquevirus.s__Torque_teno_canis_virus,545,476,526,358,1905
g__Thielavia.s__Thielavia_terrestris,3299380,4912667,5245989,2948980,16407016
g__Thioalkalimicrobium.s__Thioalkalimicrobium_aerophilum,534024,496321,434884,542569,2007798
g__Thioalkalimicrobium.s__Thioalkalimicrobium_cyclicum,431780,411071,361960,443251,1648062
g__Thioalkalivibrio.s__Thioalkalivibrio_nitratireducens,541109,1120756,1070861,546683,3279409
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL10,443536,886514,866866,437934,2634850
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL11,461263,886516,847304,458780,2653863
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL12,435202,873639,855168,429551,2593560
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL17,412944,879121,841387,397387,2530839
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL3,413329,831178,811505,406725,2462737
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL6,415695,843858,826335,411853,2497741
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL7,419983,849117,830927,415898,2515925
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL8,415587,847735,828513,413848,2505683
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AKL9,413261,831027,811300,406695,2462283
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AL21,454942,883896,853954,443713,2636505
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_AL5,447348,888043,855939,442802,2634132
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALD1,407774,790926,760501,404547,2363748
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE10,405513,870156,830111,389702,2495482
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE11,436335,923185,882697,419156,2661373
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE12,410451,856256,842441,397402,2506550
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE14,437576,891623,877111,426061,2632371
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE16,452819,924997,903149,438623,2719588
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE18,404640,868799,828831,388861,2491131
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE20,413736,886647,845914,397906,2544203
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE22,393108,826527,813403,383579,2416617
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE23,425828,894922,854144,404503,2579397
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE25,407687,851606,838083,397766,2495142
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE27,393196,826563,813522,383764,2417045
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE28,418114,871974,856123,407873,2554084
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE30,397562,835677,823166,388073,2444478
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE31,396334,832397,819682,386362,2434775
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE6,429634,877508,865354,416498,2588994
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALE9,423544,878974,864239,412474,2579231
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALgr1,413138,829784,800479,408282,2451683
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALgr3,422283,899257,860274,403381,2585195
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALgr5,407776,851744,838258,397807,2495585
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ10,407629,790803,760334,404492,2363258
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ11,418021,838776,808388,412867,2478052
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ12,419400,841495,810711,414297,2485903
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ15,427552,856362,824673,421720,2530307
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ16,399731,831074,811577,392799,2435181
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ17,444841,856164,884158,428801,2613964
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ20,455478,884830,854829,444005,2639142
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ21,455185,884347,854340,443962,2637834
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ24,411119,879542,838629,396307,2525597
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ2,434899,864748,833304,428385,2561336
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ3,404604,788636,757942,402125,2353307
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ4,447655,888415,856506,443013,2635589
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ5,447709,888561,856505,443256,2636031
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ6,438259,822363,791715,441183,2493520
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ7,417737,791109,762712,421178,2392736
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ8,425462,852079,822431,418713,2518685
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJ9,440195,877157,844883,436403,2598638
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALJT,386742,776429,746833,390215,2300219
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALM2T,430797,860097,840289,426239,2557422
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALMg11,447097,890454,869514,438107,2645172
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALMg13_2,442546,877973,858607,433970,2613096
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALMg2,424899,848689,827632,418219,2519439
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALMg3,411983,835479,817817,406837,2472116
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALMg9,431399,872708,854981,425461,2584549
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALRh,411918,828774,798674,407421,2446757
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ALSr1,431580,915574,879245,413891,2640290
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ARh3,417404,841742,810080,409437,2478663
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ARh4,455989,903099,870863,450646,2680597
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_ARh5,414018,834532,805709,407446,2461705
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_HL_Eb18,413013,820981,794722,407211,2435927
g__Thioalkalivibrio.s__Thioalkalivibrio_sp_K90mix,412950,822650,793015,408459,2437074
g__Thioalkalivibrio.s__Thioalkalivibrio_sulfidophilus,519122,985351,1009667,501013,3015153
g__Thioalkalivibrio.s__Thioalkalivibrio_thiocyanodenitrificans,534674,1044069,1007987,540816,3127546
g__Thioalkalivibrio.s__Thioalkalivibrio_thiocyanoxidans,950223,1942399,1861691,951651,5705964
g__Thioalkalivibrio.s__Thioalkalivibrio_versutus,867434,1737533,1687742,858384,5151093
g__Thiobacillus.s__Thiobacillus_denitrificans,1068235,1869281,1941142,1002154,5880770
g__Thiobacillus.s__Thiobacillus_thioparus,547715,897229,921388,519943,2886233
g__Thiocapsa.s__Thiocapsa_marina,819968,1524800,1544732,865571,4755068
g__Thiocystis.s__Thiocystis_violascens,739950,1293376,1312649,765411,4111386
g__Thioflavicoccus.s__Thioflavicoccus_mobilis,552916,1078143,1136092,562172,3329323
g__Thiomicrospira.s__Thiomicrospira_arctica,639624,506015,439949,626861,2212449
g__Thiomicrospira.s__Thiomicrospira_crunogena,625625,516885,438838,591540,2172888
g__Thiomicrospira.s__Thiomicrospira_halophila,483847,609639,570666,453257,2117409
g__Thiomonas.s__Thiomonas_intermedia,533267,947514,990122,535139,3006042
g__Thiomonas.s__Thiomonas_sp_FB_6,531523,1281644,1290431,545214,3648812
g__Thiorhodococcus.s__Thiorhodococcus_drewsii,881099,1491453,1537201,902634,4812384
g__Thiorhodospira.s__Thiorhodospira_sibirica,558919,784118,760610,587938,2691585
g__Thiorhodovibrio.s__Thiorhodovibrio_sp_970,884473,1375827,1398313,902286,4560899
g__Thiothrix.s__Thiothrix_disciformis,943860,858868,746134,970734,3519587
g__Thiothrix.s__Thiothrix_flexilis,910532,796510,703166,924577,3334596
g__Thiothrix.s__Thiothrix_nivea,927779,1129904,1099819,851767,4009269
g__Thiovulum.s__Thiovulum_sp_ES,678727,359693,271786,588214,1898411
g__Thogotovirus.s__Thogoto_virus,3093,2503,2391,2144,10131
g__Tibrovirus.s__Tibrogargan_virus,4627,2381,2182,3881,13071
g__Tistrella.s__Tistrella_mobilis,522536,1200105,1190268,574717,3487626
g__Tobamovirus.s__Bell_pepper_mottle_virus,1759,1507,1130,1721,6117
g__Tobamovirus.s__Brugmansia_mild_mottle_virus,1749,1558,1106,1725,6138
g__Tobamovirus.s__Cactus_mild_mottle_virus,1728,1416,1309,1904,6357
g__Tobamovirus.s__Clitoria_yellow_mottle_virus,1734,1487,1220,1844,6285
g__Tobamovirus.s__Cucumber_fruit_mottle_mosaic_virus,1544,1591,1139,1993,6267
g__Tobamovirus.s__Cucumber_green_mottle_mosaic_virus,1599,1485,1202,1942,6228
g__Tobamovirus.s__Cucumber_mottle_virus,1628,1435,1316,1918,6297
g__Tobamovirus.s__Frangipani_mosaic_virus,1881,1413,1040,1915,6249
g__Tobamovirus.s__Hibiscus_latent_Singapore_virus,1855,1449,1183,1771,6258
g__Tobamovirus.s__Kyuri_green_mottle_mosaic_virus,1568,1531,1326,1863,6288
g__Tobamovirus.s__Maracuja_mosaic_virus,1744,1526,1264,1646,6180
g__Tobamovirus.s__Obuda_pepper_virus,1834,1456,1103,1769,6162
g__Tobamovirus.s__Odontoglossum_ringspot_virus,1849,1357,1085,1889,6180
g__Tobamovirus.s__Paprika_mild_mottle_virus,1830,1424,1106,1787,6147
g__Tobamovirus.s__Passion_fruit_mosaic_virus,1711,1596,1237,1717,6261
g__Tobamovirus.s__Pepper_mild_mottle_virus,1792,1467,1112,1716,6087
g__Tobamovirus.s__Rattail_cactus_necrosis_associated_virus,1502,1429,1222,1781,5934
g__Tobamovirus.s__Rehmannia_mosaic_virus,1790,1473,1177,1695,6135
g__Tobamovirus.s__Ribgrass_mosaic_virus,1753,1542,1144,1645,6084
g__Tobamovirus.s__Streptocarpus_flower_break_virus,1715,1440,1105,1833,6093
g__Tobamovirus.s__Tobacco_mild_green_mosaic_virus,1834,1441,1056,1750,6081
g__Tobamovirus.s__Tobacco_mosaic_virus,1791,1473,1186,1688,6138
g__Tobamovirus.s__Tomato_mosaic_virus,1799,1451,1146,1730,6126
g__Tobamovirus.s__Tomato_mottle_mosaic_virus,1794,1455,1160,1729,6138
g__Tobamovirus.s__Turnip_vein_clearing_virus,1753,1542,1144,1645,6084
g__Tobamovirus.s__Wasabi_mottle_virus,1720,1557,1103,1692,6072
g__Tobamovirus.s__Youcai_mosaic_virus,1696,1565,1131,1680,6072
g__Tobamovirus.s__Zucchini_green_mottle_mosaic_virus,1565,1523,1319,1878,6285
g__Tobravirus.s__Pea_early_browning_virus,2552,2111,1381,2404,8448
g__Tobravirus.s__Pepper_ringspot_virus,2010,1740,1200,1917,6867
g__Tobravirus.s__Tobacco_rattle_virus,2577,2301,1495,2485,8858
g__Tolumonas.s__Tolumonas_auensis,765380,810563,717186,775037,3068166
g__Tombusviridae_noname.s__Pelargonium_chlorotic_ring_pattern_virus,952,988,847,853,3640
g__Tombusviridae_noname.s__Pelargonium_line_pattern_virus,981,1003,830,839,3653
g__Tombusviridae_noname.s__Rosa_rugosa_leaf_distortion_virus,885,993,872,905,3655
g__Tombusvirus.s__Artichoke_mottled_crinkle_virus,1209,1287,964,1152,4612
g__Tombusvirus.s__Carnation_Italian_ringspot_virus,1533,1578,1222,1440,5773
g__Tombusvirus.s__Cucumber_Bulgarian_virus,1469,1550,1186,1466,5671
g__Tombusvirus.s__Cucumber_necrosis_virus,1109,1180,895,1049,4233
g__Tombusvirus.s__Cymbidium_ringspot_virus,1118,1173,931,1011,4233
g__Tombusvirus.s__Grapevine_Algerian_latent_virus,1119,1179,893,1030,4221
g__Tombusvirus.s__Lisianthus_necrosis_virus,1122,1186,898,1051,4257
g__Tombusvirus.s__Moroccan_pepper_virus,1544,1634,1267,1520,5965
g__Tombusvirus.s__Pear_latent_virus,1122,1186,898,1051,4257
g__Tombusvirus.s__Pelargonium_necrotic_spot_virus,1122,1171,880,1054,4227
g__Tombusvirus.s__Tomato_bushy_stunt_virus,1209,1287,964,1152,4612
g__Topocuvirus.s__Tomato_pseudo_curly_top_virus,1121,797,783,935,3636
g__Torradovirus.s__Tomato_marchitez_virus,3073,2484,2039,3012,10605
g__Torradovirus.s__Tomato_torrado_virus,2890,2543,2219,2995,10638
g__Torulaspora.s__Torulaspora_delbrueckii,2204601,1649784,1457936,1928009,7239706
g__Tospovirus.s__Bean_necrotic_mosaic_virus,5404,3019,2583,4366,15372
g__Tospovirus.s__Capsicum_chlorosis_virus,5365,2836,2432,4442,15075
g__Tospovirus.s__Groundnut_bud_necrosis_virus,5375,2828,2448,4424,15075
g__Tospovirus.s__Groundnut_ringspot_and_Tomato_chlorotic_spot_virus_reassortant,5339,2956,2510,4318,15123
g__Tospovirus.s__Impatiens_necrotic_spot_virus,5371,2775,2358,4484,14988
g__Tospovirus.s__Melon_yellow_spot_virus,5313,2952,2490,4419,15174
g__Tospovirus.s__Tomato_spotted_wilt_virus,5391,2893,2435,4398,15117
g__Tospovirus.s__Tomato_zonate_spot_virus,5398,2865,2510,4401,15174
g__Tospovirus.s__Watermelon_silver_mottle_virus,5361,2890,2440,4399,15090
g__Totiviridae_noname.s__Armigeres_subalbatus_virus_SaX06_AK20,2003,1482,1667,1577,6729
g__Totiviridae_noname.s__Drosophila_melanogaster_totivirus_SW_2009a,1860,1279,1144,1345,5628
g__Totiviridae_noname.s__Eimeria_brunetti_RNA_virus_1,1053,1566,1213,1136,4968
g__Totiviridae_noname.s__Magnaporthe_oryzae_virus_2,942,1425,1600,893,4860
g__Totiviridae_noname.s__Penaeid_shrimp_infectious_myonecrosis_virus,1812,1002,851,1312,4977
g__Totiviridae_noname.s__Phlebiopsis_gigantea_mycovirus_dsRNA_1,937,1087,1249,972,4245
g__Totiviridae_noname.s__Piscine_myocarditis_virus_AL_V_708,1736,1836,977,1127,5676
g__Totiviridae_noname.s__Trichomonas_vaginalis_virus,1261,843,1066,1121,4291
g__Totivirus.s__Black_raspberry_virus_F,1398,1276,920,1161,4755
g__Totivirus.s__Botryotinia_fuckeliana_totivirus_1,1115,1283,1378,1039,4815
g__Totivirus.s__Gremmeniella_abietina_RNA_virus_L2,985,1290,1456,1077,4805
g__Totivirus.s__Saccharomyces_cerevisiae_virus_L_A,1271,1100,973,1173,4517
g__Totivirus.s__Ustilago_maydis_virus_H1,1497,1445,1388,1133,5463
g__Totivirus.s__Xanthophyllomyces_dendrorhous_virus_L1A,1381,1060,881,1010,4332
g__Totivirus.s__Zygosaccharomyces_bailii_virus_Z,934,576,473,825,2805
g__Toxoplasma.s__Toxoplasma_gondii,4454205,5883620,5629922,4207881,20174860
g__Tremovirus.s__Avian_encephalomyelitis_virus,1743,1648,1219,1795,6405
g__Treponema.s__Treponema_azotonutricium,895101,880595,859255,819270,3454221
g__Treponema.s__Treponema_brennaborense,678030,739380,681252,628047,2726709
g__Treponema.s__Treponema_bryantii,936295,642787,581520,858286,3018888
g__Treponema.s__Treponema_caldaria,796001,692884,648903,776145,2913933
g__Treponema.s__Treponema_denticola,3349907,2083036,1791879,2859806,10084628
g__Treponema.s__Treponema_lecithinolyticum,658095,509233,464793,580850,2212971
g__Treponema.s__Treponema_maltophilum,631983,580303,547164,569090,2328540
g__Treponema.s__Treponema_medium,675766,559830,501221,616519,2353336
g__Treponema.s__Treponema_pallidum,245881,318780,266081,276285,1106811
g__Treponema.s__Treponema_paraluiscuniculi,230991,297128,247906,261804,1037829
g__Treponema.s__Treponema_pedis,851626,525009,433451,744780,2554866
g__Treponema.s__Treponema_phagedenis,779256,542102,467624,688356,2477338
g__Treponema.s__Treponema_primitia,1778561,1890549,1766096,1657896,7093093
g__Treponema.s__Treponema_saccharophilum,759358,864395,780862,630023,3034638
g__Treponema.s__Treponema_socranskii,1357651,1280208,1198097,1182588,5018544
g__Treponema.s__Treponema_sp_JC4,811256,566309,520168,752470,2650200
g__Treponema.s__Treponema_succinifaciens,756997,496441,425773,653561,2332772
g__Treponema.s__Treponema_vincentii,840709,718058,644883,761802,2965449
g__Trichodesmium.s__Trichodesmium_erythraeum,1491041,925717,736852,1363187,4516797
g__Trichomonas.s__Trichomonas_vaginalis,14826805,7208223,7584744,12054036,41440108
g__Trichomonasvirus.s__Trichomonas_vaginalis_virus_2,1213,797,1181,1122,4310
g__Trichomonasvirus.s__Trichomonas_vaginalis_virus_3,1113,854,1112,1103,4173
g__Trichophyton.s__Trichophyton_verrucosum,3086525,2906751,3091661,2685012,11769934
g__Trichormus.s__Trichormus_azollae,849000,595024,529149,810743,2783916
g__Trichovirus.s__Apple_chlorotic_leaf_spot_virus,2210,1706,1243,1879,7038
